,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,improve-tech-15,improve-ur-15,improve-vis-15,improve-novel-15,improve-total-15,improve-tech-45,improve-ur-45,improve-vis-45,improve-novel-45,improve-total-45
69,3.0,2.0,6.0,2.0,2.0,2.0,6.0,5.0,3.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,6.0,0.0,2.0,1.0,2.0,5.0,5.0,2.0,87.5,20.0,0.0,12.5,120.0,12.5,20.0,4.170000000000002,2.5,39.16999999999999
70,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,50.0,0.0,25.0,62.5,137.5,25.0,0.0,16.67,62.5,104.17
71,3.0,6.0,3.0,1.0,6.0,3.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,12.5,0.0,0.0,0.0,12.5,-25.0,0.0,0.0,0.0,-25.0
72,3.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,12.5,20.0,33.33,25.0,90.83000000000001,0.0,20.0,20.83,-8.329999999999998,32.5
73,3.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,50.0,60.0,45.84,72.5,228.34000000000003,12.5,20.0,20.840000000000003,-2.5,50.84000000000003
74,0.0,5.0,3.0,1.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,25.0,100.0,41.67,32.5,199.17000000000002,0.0,0.0,-8.329999999999998,26.25,17.920000000000016
75,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,20.0,8.329999999999998,81.25,109.58000000000001,0.0,20.0,4.170000000000002,6.25,30.419999999999987
76,1.0,1.0,3.0,2.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,12.5,20.0,16.67,-37.5,11.669999999999987,12.5,0.0,16.67,0.0,29.169999999999987
77,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,6.0,1.0,5.0,6.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,4.0,1.0,2.0,0.0,2.0,3.0,6.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,6.0,1.0,5.0,0.0,5.0,1.0,3.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,5.0,4.0,6.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,0.0,6.0,5.0,5.0,6.0,6.0,5.0,1.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,3.0,4.0,5.0,3.0,5.0,3.0,6.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-12.5,0.0,37.5,12.5,0.0,0.0,0.0,12.5
82,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,62.5,20.0,25.0,0.0,107.5,12.5,0.0,0.0,0.0,12.5
83,2.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,25.0,-20.0,-4.170000000000002,0.0,0.8299999999999983,0.0,-20.0,0.0,0.0,-20.0
84,5.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,0.0,0.0,6.0,0.0,6.0,1.0,3.0,0.0,2.0,5.0,4.0,3.0,37.5,40.0,50.0,25.0,152.5,0.0,0.0,-4.170000000000002,25.0,20.830000000000013
85,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,87.5,80.0,66.67,80.0,314.17,87.5,80.0,66.67,80.0,314.17
86,3.0,5.0,6.0,0.0,5.0,3.0,6.0,5.0,3.0,5.0,3.0,2.0,6.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,6.0,4.0,6.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,25.0,80.0,25.0,87.5,217.5,0.0,20.0,0.0,25.0,45.0
87,5.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,2.0,12.5,40.0,20.83,12.5,85.83000000000001,12.5,0.0,16.67,-12.5,16.670000000000016
88,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,37.5,0.0,8.329999999999998,0.0,45.83,0.0,0.0,8.329999999999998,0.0,8.330000000000013
89,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,12.5,0.0,0.0,25.0,37.500000000000014,0.0,-20.0,16.659999999999997,25.0,21.66000000000001
90,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,6.0,3.0,6.0,1.0,3.0,0.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,6.0,2.0,0.0,6.0,4.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,37.5,20.0,8.329999999999998,62.5,128.33,12.5,20.0,-4.170000000000002,0.0,28.330000000000013
92,1.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,12.5,0.0,-12.5,-37.5,-37.5,0.0,0.0,-8.329999999999998,25.0,16.669999999999987
93,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,100.0,60.0,45.83,66.67,272.5,25.0,20.0,12.5,66.67,124.16999999999999
94,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,50.0,0.0,-16.67,87.5,120.82999999999998,0.0,-20.0,-12.5,0.0,-32.5
95,3.0,5.0,4.0,3.0,6.0,4.0,6.0,6.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,50.0,80.0,29.159999999999997,16.25,175.41,25.0,0.0,-12.5,-27.5,-15.0
96,4.0,4.0,2.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,25.0,20.0,29.17,0.0,74.16999999999999,0.0,0.0,-8.329999999999998,25.0,16.669999999999987
97,0.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,-12.5,80.0,33.33,65.0,165.82999999999998,0.0,-20.0,-16.67,-22.5,-59.170000000000016
98,4.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,1.0,6.0,0.0,3.0,0.0,3.0,5.0,2.0,2.0,25.0,60.0,20.83,9.379999999999995,115.20999999999998,0.0,0.0,8.329999999999998,13.549999999999997,21.879999999999995
99,4.0,5.0,4.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,4.0,1.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,50.0,80.0,37.5,72.5,240.0,0.0,40.0,8.340000000000003,-5.6299999999999955,42.710000000000036
100,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,37.5,0.0,0.0,0.0,37.5,12.5,0.0,0.0,0.0,12.5
101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,87.5,0.0,25.0,62.5,175.0,25.0,-20.0,-8.329999999999998,-12.5,-15.830000000000013
102,4.0,4.0,3.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,6.0,3.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,37.5,0.0,-4.170000000000002,62.5,145.0,12.5,-20.0,-4.170000000000002,-12.5,-24.169999999999987
103,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,25.0,80.0,25.0,100.0,230.0,12.5,0.0,-4.170000000000002,100.0,108.32999999999998
104,3.0,6.0,6.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,0.0,5.0,0.0,1.0,0.0,2.0,4.0,4.0,2.0,87.5,60.0,29.159999999999997,-6.25,170.40999999999997,25.0,0.0,0.0,37.5,62.49999999999997
105,3.0,4.0,5.0,1.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0,4.0,6.0,2.0,5.0,4.0,5.0,6.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,-37.5,-37.5,25.0,0.0,0.0,0.0,25.0
106,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,25.0,0.0,12.5,12.5,50.0,0.0,0.0,0.0,12.5,12.5
107,0.0,4.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,50.0,0.0,0.0,-37.5,12.5,25.0,0.0,0.0,12.5,37.500000000000014
108,6.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,1.0,50.0,20.0,25.0,0.0,95.0,-12.5,0.0,0.0,0.0,-12.5
109,0.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,62.5,20.0,12.5,75.0,170.0,12.5,0.0,12.5,75.0,99.99999999999999
110,3.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,3.0,4.0,1.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,1.0,0.0,6.0,1.0,6.0,0.0,1.0,0.0,3.0,6.0,5.0,2.0,25.0,0.0,8.329999999999998,-62.5,-29.169999999999987,0.0,0.0,8.329999999999998,-25.0,-16.67
111,5.0,3.0,5.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,0.0,4.0,5.0,4.0,6.0,5.0,5.0,0.0,6.0,4.0,6.0,2.0,0.0,5.0,4.0,6.0,1.0,4.0,0.0,2.0,6.0,5.0,3.0,12.5,40.0,25.0,0.0,77.50000000000003,12.5,0.0,0.0,62.5,75.00000000000003
112,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,50.0,20.0,0.0,0.0,70.0,12.5,0.0,0.0,0.0,12.5
113,3.0,5.0,4.0,1.0,4.0,0.0,6.0,5.0,5.0,3.0,1.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,0.0,4.0,6.0,6.0,1.0,50.0,20.0,45.84,3.1299999999999955,118.96000000000001,37.5,20.0,33.34,7.299999999999997,98.12000000000003
114,4.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,4.0,5.0,2.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,0.0,2.0,0.0,4.0,5.0,4.0,2.0,75.0,40.0,33.34,37.5,185.84,0.0,20.0,16.67,12.5,49.170000000000016
115,4.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,6.0,5.0,6.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,1.0,5.0,2.0,6.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,25.0,0.0,16.659999999999997,-37.5,4.160000000000025,0.0,0.0,20.83,0.0,20.830000000000013
116,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,62.5,0.0,4.159999999999997,33.33,99.99999999999999,50.0,-20.0,0.0,8.329999999999998,38.33999999999999
117,2.0,4.0,6.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,75.0,0.0,0.0,-12.5,62.5,87.5,0.0,25.0,12.5,125.0
118,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12.5,40.0,50.0,-5.0,97.5,50.0,100.0,62.5,70.0,282.5
119,4.0,4.0,5.0,1.0,4.0,4.0,6.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,4.0,5.0,6.0,1.0,5.0,3.0,6.0,3.0,3.0,1.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,4.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,2.0,6.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,62.5,100.0,20.840000000000003,87.5,270.84000000000003,0.0,20.0,-4.159999999999997,12.5,28.340000000000032
124,4.0,5.0,6.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,37.5,80.0,45.83,30.0,193.33,-12.5,0.0,4.170000000000002,5.0,-3.329999999999984
125,4.0,3.0,2.0,0.0,4.0,3.0,6.0,3.0,4.0,5.0,0.0,4.0,0.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,0.0,5.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,25.0,0.0,8.329999999999998,-10.0,23.33,0.0,0.0,4.170000000000002,2.5,6.670000000000002
126,3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,6.0,2.0,75.0,40.0,12.5,56.25,183.75,12.5,0.0,0.0,56.25,68.75
127,3.0,6.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,2.0,6.0,4.0,4.0,6.0,5.0,2.0,62.5,0.0,25.0,25.0,112.5,0.0,0.0,0.0,0.0,0.0
128,2.0,3.0,3.0,2.0,3.0,4.0,6.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,1.0,87.5,80.0,41.66,95.0,304.15999999999997,0.0,80.0,83.33,95.0,258.33
129,3.0,3.0,6.0,3.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,50.0,20.0,33.33,0.0,103.33000000000001,12.5,0.0,0.0,0.0,12.500000000000014
130,5.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,37.5,-20.0,-20.83,0.0,-3.3299999999999983,12.5,-20.0,0.0,0.0,-7.5
131,3.0,3.0,3.0,3.0,4.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,2.0,37.5,20.0,20.83,10.0,88.33000000000001,37.5,0.0,0.0,72.5,110.0
132,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,50.0,-40.0,-12.5,56.25,53.75,12.5,20.0,45.83,56.25,134.58
133,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,6.0,2.0,0.0,20.0,0.0,25.0,45.0,0.0,0.0,4.170000000000002,25.0,29.17
134,3.0,4.0,3.0,3.0,3.0,2.0,6.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,25.0,0.0,25.0,25.0,75.0,25.0,0.0,25.0,25.0,75.0
135,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,50.0,80.0,20.83,60.0,210.82999999999998,25.0,40.0,16.67,-15.0,66.66999999999999
136,0.0,6.0,6.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,25.0,40.0,54.16,37.5,156.66,0.0,0.0,16.659999999999997,25.0,41.65999999999997
137,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,62.5,40.0,25.0,81.25,208.75,25.0,0.0,20.83,81.25,127.08000000000001
138,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0,50.0,0.0,-4.159999999999997,50.0,95.83999999999999,12.5,0.0,0.0,50.0,62.499999999999986
139,1.0,2.0,1.0,0.0,4.0,1.0,6.0,5.0,0.0,3.0,0.0,1.0,6.0,2.0,6.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,75.0,20.0,12.5,66.67,174.17,0.0,0.0,0.0,-33.33,-33.33000000000001
