datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-01-15 10:00:00,1,0,0,1,7.38,9.85,59,11.0014,2,57,59
2011-01-15 11:00:00,1,0,0,1,8.2,9.85,55,15.0013,18,54,72
2011-01-15 12:00:00,1,0,0,1,9.84,11.365,48,15.0013,15,74,89
2011-01-15 13:00:00,1,0,0,1,11.48,12.88,38,19.9995,21,80,101
2011-01-15 14:00:00,1,0,0,1,12.3,14.395,39,19.0012,26,92,118
2011-01-15 15:00:00,1,0,0,2,13.12,15.91,36,12.998,21,108,129
2011-01-15 16:00:00,1,0,0,2,13.94,16.665,34,12.998,33,95,128
2011-01-15 17:00:00,1,0,0,2,13.12,15.15,36,19.0012,29,54,83
2011-01-15 18:00:00,1,0,0,2,12.3,14.395,45,16.9979,15,69,84
2011-01-15 19:00:00,1,0,0,2,13.12,15.15,39,16.9979,14,60,74
2011-01-15 20:00:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
2011-01-15 21:00:00,1,0,0,2,13.12,15.15,39,15.0013,6,51,57
2011-01-15 22:00:00,1,0,0,2,12.3,15.91,42,7.0015,0,26,26
2011-01-15 23:00:00,1,0,0,1,12.3,14.395,45,19.0012,5,39,44
2011-01-16 00:00:00,1,0,0,1,10.66,15.15,56,0,6,33,39
2011-01-16 01:00:00,1,0,0,1,10.66,13.635,56,8.9981,4,19,23
2011-01-16 02:00:00,1,0,0,1,10.66,14.395,56,6.0032,3,13,16
2011-01-16 03:00:00,1,0,0,1,9.02,13.635,69,0,9,6,15
2011-01-16 04:00:00,1,0,0,1,10.66,12.88,56,11.0014,0,1,1
2011-01-16 05:00:00,1,0,0,2,10.66,12.88,56,11.0014,1,1,2
