,Student,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum,phase1-clicks-count,phase2-clicks-count,phase3-clicks-count,phase4-clicks-count
72,jsviveroj,1.0,80.0,79.17,72.5,331.67,100.0,87.5,60.0,58.33,75.0,280.83,87.5,60.0,58.33,87.5,293.33,75.0,20.0,33.33,25.0,153.33,50.0,20.0,33.33,0.0,103.33,0.0,40.0,0.0,20.0,60.0,60.0,0.0,25.0,0.0,20.840000000000003,45.84,45.84,25.0,62.5,-12.5,-2.5,72.5,47.5,25.0,12.5,0.0,12.5,25.0,50.0,50.000000000000014,139.99999999999997,-12.5,50.84000000000003,228.34000000000003,178.34,60.0,45.84,72.5,50.0,6.0,32.0,2.0,17.0,147.0,3.0,12.0,52.0,2.0,5.0,44.0,2.0,6.0,32.0,2.0,15.0,120.0,2.0,29.0,94.0,25.0,8.0,44.0
73,daandradec,1.0,100.0,66.67,95.0,336.67,75.0,75.0,100.0,75.0,68.75,318.75,100.0,20.0,58.33,62.5,240.83,87.5,80.0,58.33,87.5,313.33,50.0,0.0,25.0,62.5,137.5,80.0,-60.0,80.0,0.0,100.0,20.0,33.33,0.0,16.67,-8.329999999999998,41.67,8.340000000000003,25.0,-25.0,6.25,26.25,32.5,7.5,37.5,12.5,-25.0,0.0,-12.5,25.0,175.82999999999998,-72.49999999999997,77.91999999999999,17.920000000000016,199.17000000000002,23.340000000000032,100.0,41.67,32.5,25.0,0.0,0.0,0.0,11.0,62.0,2.0,61.0,125.0,2.0,69.0,12.0,1.0,0.0,0.0,0.0,36.0,132.0,12.0,130.0,66.0,56.0,76.0,42.0
74,jcrubioa,1.0,40.0,50.0,81.25,246.25,75.0,75.0,20.0,45.83,75.0,215.83,75.0,20.0,29.17,81.25,205.42,75.0,0.0,25.0,87.5,187.5,75.0,20.0,41.67,0.0,136.67,-20.0,20.0,0.0,20.0,20.0,40.0,-16.67,4.170000000000002,16.659999999999997,4.170000000000002,8.329999999999998,25.0,87.5,-6.25,-6.25,6.25,81.25,-6.25,0.0,0.0,0.0,0.0,0.0,0.0,50.83000000000001,17.919999999999987,10.410000000000025,30.419999999999987,109.58000000000001,58.75,20.0,8.329999999999998,81.25,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,71.0,52.0,,
75,joahernandezca,1.0,20.0,54.17,25.0,161.67,62.5,50.0,20.0,37.5,25.0,132.5,50.0,0.0,33.33,25.0,108.33,50.0,0.0,25.0,0.0,75.0,50.0,0.0,37.5,62.5,150.0,0.0,0.0,20.0,0.0,20.0,20.0,-12.5,8.329999999999998,4.170000000000002,16.67,16.67,29.17,-62.5,25.0,0.0,0.0,-37.5,25.0,0.0,0.0,0.0,12.5,12.5,12.5,-75.0,33.33,24.17,29.169999999999987,11.669999999999987,86.66999999999999,20.0,16.67,-37.5,12.5,0.0,0.0,0.0,2.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
76,ItsNavi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,14.0,,,
77,Zeugmax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
78,kastellanos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
79,JairVillalba,1.0,0.0,0.0,0.0,75.0,75.0,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,9.0,111.0,4.0,21.0,114.0,7.0,18.0,48.0,3.0,27.0,75.0,5.0,9.0,111.0,4.0,0.0,0.0,0.0,63.0,82.0,85.0,10.0,97.0
80,jusherrerama,2.0,20.0,25.0,0.0,120.0,75.0,62.5,20.0,25.0,0.0,107.5,62.5,20.0,37.5,0.0,120.0,62.5,20.0,29.17,50.0,161.67,25.0,20.0,37.5,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,-8.329999999999998,8.329999999999998,-12.5,0.0,-12.5,-4.170000000000002,50.0,-50.0,0.0,0.0,0.0,-50.0,37.5,0.0,0.0,12.5,12.5,50.0,79.16999999999999,-41.66999999999999,-12.5,12.5,37.5,-41.66999999999999,0.0,-12.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
81,bdvegat,2.0,20.0,25.0,0.0,107.5,62.5,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,12.5,62.5,95.0,0.0,0.0,12.5,107.5,12.5,20.0,25.0,0.0,62.5,0.0,0.0,5.0,25.0,50.0,3.0,25.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,25.0,,18.0,,
82,Phoenixest,2.0,0.0,25.0,25.0,75.0,25.0,25.0,20.0,25.0,25.0,95.0,25.0,20.0,25.0,25.0,95.0,37.5,20.0,29.17,25.0,111.67,0.0,20.0,29.17,25.0,74.17,0.0,0.0,0.0,-20.0,-20.0,-20.0,0.0,-4.170000000000002,0.0,0.0,-4.170000000000002,-4.170000000000002,0.0,0.0,0.0,0.0,0.0,0.0,37.5,-12.5,0.0,0.0,-12.5,25.0,37.5,-16.67,0.0,-20.0,0.8299999999999983,-36.67,-20.0,-4.170000000000002,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,1.0,
83,HashNick,2.0,40.0,50.0,25.0,152.5,37.5,37.5,40.0,54.17,0.0,131.67,37.5,20.0,45.83,0.0,103.33,50.0,0.0,33.33,25.0,108.33,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0,40.0,33.33,12.5,8.340000000000003,-4.170000000000002,50.0,16.67,25.0,-25.0,0.0,25.0,25.0,0.0,50.0,-12.5,0.0,0.0,-12.5,37.5,108.33,-5.0,28.33999999999999,20.830000000000013,152.5,44.17,40.0,50.0,25.0,37.5,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,2.0,0.0,0.0,0.0,7.0,10.0,2.0,21.0,21.0,,,
84,ccvacad,2.0,80.0,66.67,80.0,314.17,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,66.67,66.67,66.67,0.0,0.0,0.0,80.0,80.0,80.0,12.5,-12.5,0.0,87.5,75.0,87.5,12.5,-12.5,0.0,314.17,314.17,301.67,80.0,66.67,80.0,87.5,3.0,41.0,1.0,2.0,38.0,5.0,0.0,0.0,0.0,2.0,36.0,5.0,19.0,57.0,2.0,1.0,1.0,1.0,24.0,4.0,42.0,8.0,38.0
85,joaortizro,2.0,100.0,50.0,87.5,325.0,87.5,87.5,80.0,50.0,62.5,280.0,87.5,80.0,50.0,87.5,305.0,87.5,60.0,33.33,87.5,268.33,62.5,20.0,25.0,0.0,107.5,40.0,20.0,0.0,20.0,80.0,40.0,8.329999999999998,16.67,0.0,0.0,25.0,16.67,87.5,0.0,-25.0,25.0,87.5,0.0,25.0,0.0,0.0,0.0,0.0,25.0,160.82999999999998,36.670000000000016,-25.0,45.0,217.5,56.670000000000016,80.0,25.0,87.5,25.0,,,,,,,,,,,,,,,,,,,,,,,
86,juasmartinezbel,2.0,100.0,75.0,75.0,337.5,87.5,75.0,100.0,58.33,87.5,320.83,75.0,60.0,70.83,87.5,293.33,75.0,80.0,54.17,87.5,296.67,75.0,60.0,54.17,62.5,251.67,20.0,-20.0,40.0,0.0,40.0,20.0,0.0,16.659999999999997,-12.5,16.67,20.83,20.83,25.0,0.0,0.0,-12.5,12.5,-12.5,0.0,0.0,0.0,12.5,12.5,12.5,45.00000000000003,-3.340000000000032,27.5,16.670000000000016,85.83000000000001,40.829999999999984,40.0,20.83,12.5,12.5,3.0,8.0,1.0,4.0,21.0,1.0,1.0,9.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,8.0,,,,
87,mdbelloc,2.0,0.0,37.5,25.0,137.5,75.0,75.0,0.0,29.17,25.0,129.17,75.0,0.0,33.33,25.0,133.33,75.0,0.0,25.0,25.0,125.0,37.5,0.0,29.17,25.0,91.67,0.0,0.0,0.0,0.0,0.0,0.0,-4.170000000000002,8.329999999999998,-4.159999999999997,8.329999999999998,8.329999999999998,12.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,37.5,33.33,8.330000000000013,-4.160000000000025,8.330000000000013,45.83,12.5,0.0,8.329999999999998,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
88,diegocruz10,2.0,20.0,45.83,25.0,128.33,37.5,37.5,40.0,29.17,0.0,106.67,37.5,20.0,54.17,0.0,111.67,50.0,20.0,58.33,0.0,128.33,25.0,20.0,45.83,0.0,90.83,0.0,0.0,20.0,-20.0,0.0,0.0,12.5,-4.159999999999997,-25.0,16.659999999999997,0.0,-12.5,0.0,0.0,0.0,25.0,25.0,25.0,25.0,-12.5,0.0,0.0,-12.5,12.5,37.500000000000014,-16.66000000000001,-5.0,21.66000000000001,37.500000000000014,0.0,0.0,0.0,25.0,12.5,74.0,150.0,3.0,2.0,0.0,3.0,45.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,938.0,3.0,119.0,11.0,,,3.0
89,crarojasca,2.0,20.0,25.0,0.0,45.0,0.0,0.0,20.0,25.0,0.0,45.0,0.0,20.0,25.0,0.0,45.0,12.5,20.0,25.0,0.0,57.5,0.0,20.0,25.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,33.0
90,sagilm,2.0,20.0,33.33,62.5,178.33,62.5,50.0,0.0,37.5,62.5,150.0,50.0,0.0,33.33,62.5,145.83,37.5,0.0,33.33,0.0,70.83,25.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,20.0,20.0,20.0,8.329999999999998,0.0,4.170000000000002,-4.170000000000002,8.329999999999998,0.0,0.0,62.5,0.0,0.0,62.5,62.5,12.5,12.5,0.0,12.5,25.0,37.5,20.83,75.00000000000001,4.1699999999999875,28.330000000000013,128.33,107.50000000000001,20.0,8.329999999999998,62.5,37.5,14.0,35.0,3.0,19.0,129.0,6.0,7.0,8.0,3.0,12.0,13.0,4.0,15.0,103.0,1.0,25.0,120.0,5.0,48.0,27.0,21.0,,
91,idrojasf,2.0,20.0,50.0,25.0,170.0,75.0,75.0,20.0,58.33,0.0,153.33,37.5,60.0,58.33,0.0,155.83,37.5,60.0,45.83,25.0,168.33,62.5,20.0,62.5,62.5,207.5,40.0,0.0,-40.0,0.0,0.0,-40.0,-16.67,12.5,0.0,-8.329999999999998,-12.5,4.170000000000002,-37.5,-25.0,0.0,25.0,-37.5,0.0,-25.0,0.0,37.5,0.0,37.5,12.5,-39.16999999999999,-12.5,-2.5,16.669999999999987,-37.5,1.6699999999999875,0.0,-12.5,-37.5,12.5,0.0,0.0,0.0,12.0,15.0,2.0,0.0,0.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0,21.0,,
92,raulramirezp,2.0,60.0,45.83,66.67,272.5,100.0,75.0,40.0,33.33,0.0,148.33,75.0,40.0,33.33,75.0,223.33,75.0,40.0,29.17,75.0,219.17,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,60.0,20.0,29.17,4.159999999999997,0.0,12.5,45.83,16.659999999999997,75.0,0.0,-75.0,66.67,66.67,-8.329999999999998,75.0,0.0,0.0,25.0,25.0,100.0,219.17,4.160000000000025,-75.0,124.16999999999999,272.5,53.33000000000001,60.0,45.83,66.67,100.0,22.0,20.0,8.0,23.0,24.0,7.0,0.0,0.0,0.0,22.0,18.0,3.0,19.0,0.0,1.0,22.0,37.0,3.0,63.0,31.0,17.0,7.0,43.0
93,fabianr23,2.0,80.0,58.33,87.5,325.83,100.0,100.0,100.0,70.83,87.5,358.33,100.0,100.0,70.83,87.5,358.33,100.0,80.0,62.5,87.5,330.0,50.0,80.0,75.0,0.0,205.0,0.0,20.0,0.0,-20.0,0.0,0.0,-12.5,8.329999999999998,0.0,-12.5,-16.67,-4.170000000000002,87.5,0.0,0.0,0.0,87.5,0.0,50.0,0.0,0.0,0.0,0.0,50.0,125.0,28.329999999999984,0.0,-32.5,120.82999999999998,-4.170000000000016,0.0,-16.67,87.5,50.0,47.0,132.0,2.0,84.0,113.0,6.0,20.0,35.0,4.0,97.0,110.0,2.0,18.0,11.0,2.0,141.0,96.0,6.0,182.0,38.0,,,
94,jhriverasa,2.0,100.0,58.33,60.0,318.33,100.0,75.0,100.0,70.83,87.5,333.33,87.5,100.0,50.0,75.0,312.5,87.5,20.0,29.17,87.5,224.17,50.0,20.0,29.17,43.75,142.92,0.0,80.0,0.0,0.0,80.0,80.0,0.0,20.83,20.83,-12.5,29.159999999999997,29.159999999999997,43.75,-12.5,12.5,-27.5,16.25,-27.5,37.5,0.0,-12.5,25.0,12.5,50.0,81.25,88.33000000000001,20.829999999999984,-15.0,175.41,94.16,80.0,29.159999999999997,16.25,50.0,14.0,65.0,8.0,73.0,158.0,5.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,24.0,93.0,2.0,15.0,,13.0,36.0,19.0
95,jhonsd1996,2.0,20.0,54.17,25.0,174.17,75.0,75.0,20.0,62.5,0.0,157.5,75.0,20.0,58.33,0.0,153.33,75.0,0.0,0.0,0.0,75.0,50.0,0.0,25.0,25.0,100.0,0.0,20.0,0.0,0.0,20.0,20.0,-25.0,58.33,4.170000000000002,-8.329999999999998,29.17,54.17,-25.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,-25.0,78.33000000000001,4.1699999999999875,16.669999999999987,74.16999999999999,99.16999999999999,20.0,29.17,0.0,25.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,8.0,2.0,58.0,107.0,3.0,30.0
96,JuanitoAli,2.0,80.0,58.33,65.0,265.83,62.5,62.5,100.0,75.0,87.5,325.0,62.5,80.0,54.17,58.33,255.0,62.5,80.0,54.17,87.5,284.17,75.0,0.0,25.0,0.0,100.0,80.0,0.0,20.0,-20.0,80.0,0.0,29.17,0.0,20.83,-16.67,33.33,4.159999999999997,87.5,-29.17,29.17,-22.5,65.0,-22.5,-12.5,0.0,0.0,0.0,0.0,-12.5,184.17000000000002,-29.170000000000016,70.0,-59.170000000000016,165.82999999999998,-18.340000000000032,80.0,33.33,65.0,-12.5,125.0,221.0,4.0,121.0,172.0,8.0,178.0,316.0,5.0,270.0,98.0,4.0,0.0,0.0,0.0,181.0,147.0,8.0,573.0,26.0,21.0,35.0,85.0
97,Davsatu313,2.0,80.0,70.83,84.38,322.71,87.5,87.5,80.0,62.5,70.83,300.83,87.5,100.0,58.33,75.0,320.83,87.5,20.0,54.17,75.0,236.67,62.5,20.0,50.0,75.0,207.5,0.0,80.0,-20.0,0.0,60.0,60.0,4.170000000000002,4.159999999999997,4.170000000000002,8.329999999999998,20.83,16.659999999999997,0.0,0.0,-4.170000000000002,13.549999999999997,9.379999999999995,9.379999999999995,25.0,0.0,0.0,0.0,0.0,25.0,29.169999999999987,84.16,-20.0,21.879999999999995,115.20999999999998,86.03999999999999,60.0,20.83,9.379999999999995,25.0,0.0,0.0,1.0,4.0,31.0,2.0,2.0,15.0,2.0,1.0,11.0,1.0,1.0,0.0,1.0,7.0,7.0,3.0,4.0,20.0,,38.0,
98,cesarochoa2006,2.0,100.0,66.67,72.5,326.67,87.5,87.5,60.0,58.33,78.13,283.96,87.5,60.0,41.67,87.5,276.67,62.5,60.0,45.83,87.5,255.83,37.5,20.0,29.17,0.0,86.67,40.0,0.0,0.0,40.0,80.0,40.0,16.659999999999997,-4.159999999999997,16.659999999999997,8.340000000000003,37.5,20.840000000000003,87.5,0.0,-9.370000000000005,-5.6299999999999955,72.5,-15.0,25.0,25.0,0.0,0.0,25.0,50.0,169.16000000000003,20.840000000000003,7.289999999999964,42.710000000000036,240.0,70.84,80.0,37.5,72.5,50.0,0.0,0.0,0.0,19.0,54.0,2.0,1.0,2.0,1.0,20.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,52.0,29.0,13.0,1.0
99,jjmuesesq,2.0,20.0,25.0,0.0,120.0,75.0,62.5,20.0,25.0,0.0,107.5,50.0,0.0,29.17,0.0,79.17,50.0,20.0,29.17,87.5,186.67,37.5,20.0,25.0,0.0,82.5,0.0,-20.0,20.0,0.0,0.0,0.0,4.170000000000002,0.0,-4.170000000000002,0.0,0.0,-4.170000000000002,87.5,-87.5,0.0,0.0,0.0,-87.5,12.5,0.0,12.5,12.5,25.0,37.5,104.16999999999999,-107.49999999999999,28.33,12.5,37.5,-66.66999999999999,0.0,0.0,0.0,37.5,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,,52.0,21.0
100,jucjimenezmo,2.0,0.0,25.0,62.5,187.5,100.0,75.0,20.0,33.33,75.0,203.33,47.0,20.0,33.33,0.0,100.33,50.0,20.0,29.17,0.0,99.17,12.5,0.0,0.0,0.0,12.5,20.0,0.0,0.0,-20.0,0.0,-20.0,29.17,4.159999999999997,0.0,-8.329999999999998,25.0,-4.170000000000002,0.0,0.0,75.0,-12.5,62.5,62.5,37.5,-3.0,28.0,25.0,50.0,87.5,86.67,1.1599999999999966,103.00000000000001,-15.830000000000013,175.0,88.33,0.0,25.0,62.5,87.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,68.0,24.0,2.0
101,kancas,2.0,20.0,25.0,62.5,182.5,75.0,62.5,40.0,29.17,75.0,206.67,62.5,60.0,33.33,75.0,230.83,62.5,60.0,33.33,87.5,243.33,37.5,20.0,29.17,0.0,37.5,40.0,0.0,-20.0,-20.0,0.0,-40.0,4.159999999999997,0.0,-4.159999999999997,-4.170000000000002,-4.170000000000002,-8.329999999999998,87.5,-12.5,0.0,-12.5,62.5,-25.0,25.0,0.0,0.0,12.5,12.5,37.5,205.83,-12.5,-24.160000000000025,-24.169999999999987,145.0,-60.83000000000001,0.0,-4.170000000000002,62.5,37.5,14.0,15.0,2.0,14.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,2.0,25.0,1.0
102,Gantiva,2.0,100.0,70.83,100.0,345.83,75.0,62.5,100.0,75.0,0.0,237.5,62.5,100.0,66.67,0.0,229.17,75.0,0.0,33.33,25.0,133.33,50.0,20.0,45.83,0.0,115.83,-20.0,100.0,0.0,0.0,80.0,100.0,-12.5,33.34,8.329999999999998,-4.170000000000002,25.0,37.5,25.0,-25.0,0.0,100.0,100.0,75.0,25.0,-12.5,0.0,12.5,0.0,25.0,17.500000000000014,95.83999999999997,8.330000000000013,108.32999999999998,230.0,212.49999999999997,80.0,25.0,100.0,25.0,3.0,5.0,1.0,22.0,105.0,3.0,9.0,17.0,2.0,22.0,86.0,2.0,0.0,0.0,0.0,5.0,57.0,2.0,34.0,25.0,4.0,,
103,Dandarprox,2.0,80.0,58.33,37.5,275.83,100.0,75.0,80.0,58.33,0.0,213.33,62.5,40.0,33.33,0.0,135.83,62.5,40.0,33.33,0.0,135.83,12.5,20.0,29.17,43.75,105.42,20.0,0.0,40.0,0.0,60.0,40.0,4.159999999999997,0.0,25.0,0.0,29.159999999999997,25.0,-43.75,0.0,0.0,37.5,-6.25,37.5,50.0,0.0,12.5,25.0,37.5,87.5,30.41000000000001,0.0,77.5,62.49999999999997,170.40999999999997,139.99999999999997,60.0,29.159999999999997,-6.25,87.5,0.0,0.0,0.0,11.0,16.0,1.0,0.0,0.0,0.0,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,,39.0,2.0
104,debeltranc,2.0,0.0,25.0,25.0,125.0,75.0,50.0,0.0,25.0,25.0,100.0,50.0,0.0,25.0,25.0,100.0,50.0,0.0,25.0,0.0,75.0,75.0,0.0,25.0,62.5,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.5,25.0,0.0,0.0,-37.5,25.0,-25.0,0.0,0.0,25.0,25.0,0.0,-87.5,25.0,0.0,25.0,-37.5,50.0,0.0,0.0,-37.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,23.0,23.0,,,
105,ykchautai,2.0,20.0,41.67,75.0,211.67,75.0,75.0,20.0,41.67,62.5,199.17,75.0,20.0,37.5,62.5,195.0,62.5,20.0,37.5,0.0,120.0,50.0,20.0,29.17,62.5,161.67,0.0,0.0,0.0,0.0,0.0,0.0,8.329999999999998,0.0,4.170000000000002,0.0,12.5,4.170000000000002,-62.5,62.5,0.0,12.5,12.5,75.0,12.5,12.5,0.0,0.0,12.5,25.0,-41.66999999999999,75.0,4.1699999999999875,12.5,50.0,91.66999999999999,0.0,12.5,12.5,25.0,13.0,61.0,2.0,25.0,196.0,4.0,6.0,52.0,2.0,2.0,29.0,3.0,16.0,66.0,2.0,17.0,140.0,3.0,37.0,42.0,,19.0,30.0
106,ligibrial,2.0,0.0,33.33,25.0,145.83,87.5,62.5,0.0,33.33,12.5,108.33,62.5,0.0,33.33,25.0,120.83,50.0,0.0,33.33,25.0,108.33,37.5,0.0,33.33,62.5,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,0.0,-12.5,12.5,-37.5,0.0,12.5,12.5,0.0,25.0,37.5,50.0,-25.000000000000014,12.5,-12.5,37.500000000000014,12.5,37.500000000000014,0.0,0.0,-37.5,50.0,5.0,10.0,4.0,1.0,10.0,6.0,21.0,9.0,1.0,8.0,14.0,2.0,2.0,4.0,6.0,2.0,9.0,6.0,36.0,,,,38.0
107,davidrh195,2.0,20.0,25.0,0.0,95.0,50.0,62.5,20.0,25.0,0.0,107.5,62.5,20.0,25.0,0.0,107.5,75.0,20.0,25.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,-12.5,0.0,-12.5,-25.0,50.0,120.0,-12.5,0.0,-12.5,95.0,-25.0,20.0,25.0,0.0,50.0,6.0,9.0,1.0,146.0,275.0,3.0,0.0,0.0,0.0,28.0,44.0,2.0,0.0,0.0,0.0,2.0,26.0,2.0,34.0,85.0,32.0,43.0,30.0
108,JulianaNino,2.0,20.0,41.67,75.0,224.17,87.5,75.0,20.0,29.17,0.0,124.17,75.0,20.0,29.17,0.0,124.17,62.5,0.0,29.17,0.0,91.67,25.0,0.0,29.17,0.0,54.17,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,75.0,75.0,75.0,37.5,12.5,0.0,12.5,25.0,62.5,37.5,32.5,0.0,99.99999999999999,170.0,132.5,20.0,12.5,75.0,62.5,3.0,31.0,2.0,4.0,55.0,3.0,12.0,35.0,1.0,50.0,86.0,1.0,1.0,1.0,2.0,63.0,122.0,3.0,66.0,26.0,4.0,19.0,
