,Student,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum,improve-effort-12,improve-effort-23,improve-effort-34,improve-effort-45,improve-effort-15,improve-effort-25,functions,unique,len_unique,len_functions
22,juandavidro,0.0,20.0,58.33,25.0,153.33,50.0,37.5,20.0,54.17,0.0,111.67,37.5,80.0,58.33,0.0,175.83,50.0,20.0,33.33,25.0,128.33,87.5,80.0,58.33,75.0,300.83,-60.0,60.0,-60.0,0.0,-60.0,0.0,-25.0,25.0,-4.159999999999997,4.159999999999997,0.0,25.0,-50.0,-25.0,0.0,25.0,-50.0,0.0,-37.5,-12.5,0.0,12.5,0.0,-37.5,-172.49999999999997,47.5,-64.16000000000001,41.66000000000001,-147.49999999999997,25.0,-60.0,0.0,-50.0,-37.5,127.0,122.0,1.0,292.0,35.0,2.0,318.0,65.0,2.0,32.0,33.0,1.0,0.0,0.0,0.0,314.0,62.0,2.0,477.0,66.0,285.5,15.5,0.0,274.5,283.0,"['bootstrap.min.css', 'theme.min.css', 'jquery.min.js', 'bootstrap.min.js', 'tutorial.css', '.js', 'js.org', '.v', '.min.js', 'RadarChart.js', 'tutorial.js', 'script.js', '.navbar', '.container', 'sites.jpg', 'social.jpg', 'String.prototype.capitalizeFirstLetter', 'this.charAt', '.toUpperCase', 'this.slice', 'google.maps.Map', 'document.getElementById', 'google.maps.InfoWindow', 'data.cityofchicago.org', 'rows.json', 'xmlhttp.open', 'xmlhttp.send', 'xmlhttp.onreadystatechange', 'xmlhttp.readyState', 'xmlhttp.status', 'xmlhttp.responseText', 'JSON.parse', 'json.data', '.innerHTML', 'dataLine.push', 'washedData.push', 'washedData.length', 'google.maps.event.addListener', 'google.maps.ElevationService', '.each', 'value.setMap', 'map.getBounds', 'boundBox.getSouthWest', 'boundBox.getNorthEast', 'northEast.lng', 'southWest.lng', 'northEast.lat', 'southWest.lat', 'google.maps.LatLng', 'Math.random', 'locations.push', 'elevator.getElevationForLocations', 'google.maps.ElevationStatus.OK', 'google.maps.Marker', 'key.toString', '.slice', 'infowindow.close', 'infowindow.setContent', 'infowindow.open', '.capitalizeFirstLetter', 'RadarChart.draw', 'arr.length', '.url', '.display', 'str.indexOf', 'd.getDay', 'api.openweathermap.org', '.coord.lon', 'json.weather', '.main', '.select', '.selectAll', '.append', '.attr', 'cfg.w', 'cfg.h', '.scale.category', 'svg.append', '.text', 'title.selectAll', '.data', '.enter', '.style', '.resize', '.height', '.css', 'Math.PI', 'cfg.maxValue', 'Math.max', '.max', 'i.map', 'o.value', '.map', 'i.axis', 'allAxis.length', 'cfg.factor', 'Math.min', '.format', '.remove', 'cfg.ExtraWidthX', 'cfg.ExtraWidthY', 'cfg.TranslateX', 'cfg.TranslateY', 'cfg.levels', 'g.selectAll', '.levels', 'Math.sin', 'cfg.radians', 'Math.cos', 'cfg.ToRight', '.axis', 'axis.append', 'cfg.factortitle', 'd.forEach', '.nodes', 'dataValues.push', 'j.value', '.area', 'cfg.color', 'd.length', 'cfg.opacityArea', '.on', '.transition', 'cfg.radius', 'j.axis', 'd.value', 'g.append']","['bootstrap.min.css' 'theme.min.css' 'jquery.min.js' 'bootstrap.min.js'
 'tutorial.css' '.js' 'js.org' '.v' '.min.js' 'RadarChart.js'
 'tutorial.js' 'script.js' '.navbar' '.container' 'sites.jpg' 'social.jpg'
 'String.prototype.capitalizeFirstLetter' 'this.charAt' '.toUpperCase'
 'this.slice' 'google.maps.Map' 'document.getElementById'
 'google.maps.InfoWindow' 'data.cityofchicago.org' 'rows.json'
 'xmlhttp.open' 'xmlhttp.send' 'xmlhttp.onreadystatechange'
 'xmlhttp.readyState' 'xmlhttp.status' 'xmlhttp.responseText' 'JSON.parse'
 'json.data' '.innerHTML' 'dataLine.push' 'washedData.push'
 'washedData.length' 'google.maps.event.addListener'
 'google.maps.ElevationService' '.each' 'value.setMap' 'map.getBounds'
 'boundBox.getSouthWest' 'boundBox.getNorthEast' 'northEast.lng'
 'southWest.lng' 'northEast.lat' 'southWest.lat' 'google.maps.LatLng'
 'Math.random' 'locations.push' 'elevator.getElevationForLocations'
 'google.maps.ElevationStatus.OK' 'google.maps.Marker' 'key.toString'
 '.slice' 'infowindow.close' 'infowindow.setContent' 'infowindow.open'
 '.capitalizeFirstLetter' 'RadarChart.draw' 'arr.length' '.url' '.display'
 'str.indexOf' 'd.getDay' 'api.openweathermap.org' '.coord.lon'
 'json.weather' '.main' '.select' '.selectAll' '.append' '.attr' 'cfg.w'
 'cfg.h' '.scale.category' 'svg.append' '.text' 'title.selectAll' '.data'
 '.enter' '.style' '.resize' '.height' '.css' 'Math.PI' 'cfg.maxValue'
 'Math.max' '.max' 'i.map' 'o.value' '.map' 'i.axis' 'allAxis.length'
 'cfg.factor' 'Math.min' '.format' '.remove' 'cfg.ExtraWidthX'
 'cfg.ExtraWidthY' 'cfg.TranslateX' 'cfg.TranslateY' 'cfg.levels'
 'g.selectAll' '.levels' 'Math.sin' 'cfg.radians' 'Math.cos' 'cfg.ToRight'
 '.axis' 'axis.append' 'cfg.factortitle' 'd.forEach' '.nodes'
 'dataValues.push' 'j.value' '.area' 'cfg.color' 'd.length'
 'cfg.opacityArea' '.on' '.transition' 'cfg.radius' 'j.axis' 'd.value'
 'g.append']",127.0,127.0
23,UNhcrodriguezl,0.0,80.0,33.33,75.0,263.33,75.0,75.0,20.0,41.67,79.17,215.83,75.0,20.0,33.33,62.5,190.83,75.0,20.0,33.33,62.5,190.83,37.5,20.0,33.33,0.0,90.83,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,8.340000000000003,-8.340000000000003,0.0,0.0,62.5,0.0,16.67,-4.170000000000002,75.0,12.5,37.5,0.0,0.0,0.0,0.0,37.5,100.00000000000001,0.0,25.0,47.49999999999997,172.5,72.49999999999997,60.0,0.0,75.0,37.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['demos.css', 'bootstrap.min.css', 'style.css', 'map.gif', 'UI.jpg', '.jpg', 'map.js', 'jquery.min.js', 'bootstrap.min.js', 'google.maps.Map', 'document.getElementById', 'map.setOptions', 'labels.text.fill', 'labels.text.stroke', 'geometry.stroke', 'administrative.land', 'landscape.natural', 'poi.park', 'geometry.fill', 'road.arterial', 'road.highway', 'road.highway.controlled', 'road.local', 'transit.line', 'transit.station']","['demos.css' 'bootstrap.min.css' 'style.css' 'map.gif' 'UI.jpg' '.jpg'
 'map.js' 'jquery.min.js' 'bootstrap.min.js' 'google.maps.Map'
 'document.getElementById' 'map.setOptions' 'labels.text.fill'
 'labels.text.stroke' 'geometry.stroke' 'administrative.land'
 'landscape.natural' 'poi.park' 'geometry.fill' 'road.arterial'
 'road.highway' 'road.highway.controlled' 'road.local' 'transit.line'
 'transit.station']",25.0,25.0
24,camilo13152,0.0,60.0,50.0,37.5,222.5,75.0,62.5,60.0,45.83,75.0,243.33,50.0,60.0,33.33,75.0,218.33,50.0,20.0,33.33,0.0,103.33,0.0,0.0,29.17,0.0,29.17,20.0,40.0,0.0,0.0,60.0,40.0,4.159999999999997,0.0,12.5,4.170000000000002,20.83,16.67,0.0,75.0,0.0,-37.5,37.5,37.5,50.0,0.0,12.5,12.5,25.0,75.0,74.16,115.00000000000001,25.0,-20.830000000000013,193.32999999999998,119.17,60.0,20.83,37.5,75.0,0.0,0.0,7.0,0.0,0.0,21.0,21.0,38.0,2.0,12.0,21.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,38.0,0.0,2.0,1.5,4.5,0.0,0.0,"['.js', '.css', 'this.App', 'App.cable', 'ActionCable.createConsumer', '.call', 'application.js', 'div.dialog']","['.js' '.css' 'this.App' 'App.cable' 'ActionCable.createConsumer' '.call'
 'application.js' 'div.dialog']",8.0,8.0
25,leavendanoro,0.0,40.0,66.67,25.0,206.67,75.0,75.0,0.0,25.0,25.0,125.0,62.5,0.0,25.0,25.0,112.5,62.5,0.0,25.0,25.0,112.5,37.5,0.0,0.0,0.0,37.5,0.0,0.0,0.0,40.0,40.0,40.0,25.0,0.0,0.0,41.67,66.67,41.67,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,12.5,0.0,12.5,37.5,75.0,0.0,12.5,81.66999999999999,169.17,94.16999999999999,40.0,66.67,25.0,37.5,8.0,54.0,2.0,17.0,38.0,4.0,52.0,21.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,52.0,27.0,3.0,64.0,-19.0,41.5,3.0,-1.0,-2.0,38.5,"['styles.css', 'script.js', 'js.org', '.v', '.min.js', 'document.getElementById', '.style.width', 'google.maps.Map', 'google.maps.Size', 'google.maps.Point', 'beaches.length', 'google.maps.Marker']","['styles.css' 'script.js' 'js.org' '.v' '.min.js'
 'document.getElementById' '.style.width' 'google.maps.Map'
 'google.maps.Size' 'google.maps.Point' 'beaches.length'
 'google.maps.Marker']",12.0,12.0
26,cdcordobaa,0.0,20.0,33.33,62.5,190.83,75.0,75.0,20.0,33.33,62.5,190.83,75.0,20.0,33.33,62.5,190.83,75.0,20.0,33.33,62.5,190.83,37.5,20.0,33.33,0.0,90.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,37.5,0.0,0.0,0.0,0.0,37.5,100.00000000000001,0.0,0.0,0.0,100.00000000000001,0.0,0.0,0.0,62.5,37.5,0.0,0.0,0.0,3.0,41.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,54.0,2.0,1.0,0.0,0.0,0.5,0.0,-17.5,-8.0,"['bootstrap.min.css', 'main.css', '.org', '.js', 'map.js', 'google.maps.event.addDomListener', 'google.maps.LatLng', 'labels.text.fill', 'labels.text.stroke', 'labels.icon', 'geometry.fill', 'geometry.stroke', 'road.highway', 'road.arterial', 'road.local', 'document.getElementById', 'google.maps.Map', 'google.maps.Marker']","['bootstrap.min.css' 'main.css' '.org' '.js' 'map.js'
 'google.maps.event.addDomListener' 'google.maps.LatLng'
 'labels.text.fill' 'labels.text.stroke' 'labels.icon' 'geometry.fill'
 'geometry.stroke' 'road.highway' 'road.arterial' 'road.local'
 'document.getElementById' 'google.maps.Map' 'google.maps.Marker']",18.0,18.0
27,capinillab,0.0,60.0,54.17,75.0,264.17,75.0,62.5,60.0,54.17,75.0,251.67,62.5,60.0,41.67,62.5,226.67,62.5,60.0,37.5,87.5,247.5,62.5,20.0,33.33,0.0,115.83,40.0,0.0,0.0,0.0,40.0,0.0,4.170000000000002,4.170000000000002,12.5,0.0,20.840000000000003,16.67,87.5,-25.0,12.5,0.0,75.0,-12.5,0.0,0.0,0.0,12.5,12.5,12.5,131.67000000000002,-20.830000000000013,25.0,12.500000000000028,148.34000000000003,16.670000000000016,40.0,20.840000000000003,75.0,12.5,0.0,0.0,0.0,23.0,196.0,5.0,0.0,0.0,0.0,53.0,109.0,4.0,102.0,131.0,3.0,7.0,59.0,4.0,155.0,0.0,0.0,-1.5,36.5,-75.0,-22.5,"['bootstrap.min.css', 'style.css', 'script.js', '.container', 'document.getElementById', 'google.maps.Map', 'google.maps.Marker']","['bootstrap.min.css' 'style.css' 'script.js' '.container'
 'document.getElementById' 'google.maps.Map' 'google.maps.Marker']",7.0,7.0
28,janoguerab,0.0,20.0,29.17,0.0,111.67,62.5,50.0,20.0,29.17,0.0,99.17,50.0,20.0,29.17,0.0,99.17,37.5,20.0,29.17,0.0,86.67,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,29.17,0.0,0.0,0.0,29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.5,0.0,12.5,25.0,62.5,86.67,12.5,0.0,12.5,111.67,25.0,20.0,29.17,0.0,62.5,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,"['document.getElementById', 'google.maps.Map', 'google.maps.Marker']",['document.getElementById' 'google.maps.Map' 'google.maps.Marker'],3.0,3.0
29,lfvalderrama,0.0,80.0,66.67,106.25,352.92,100.0,87.5,20.0,50.0,50.0,207.5,87.5,40.0,54.17,68.75,250.42,75.0,0.0,41.67,25.0,141.67,75.0,0.0,0.0,0.0,75.0,0.0,40.0,-20.0,60.0,80.0,80.0,41.67,12.5,-4.170000000000002,16.67,66.67,25.0,25.0,43.75,-18.75,56.25,106.25,81.25,0.0,12.5,0.0,12.5,25.0,25.0,66.66999999999999,108.75,-42.91999999999999,145.42000000000002,277.92,211.25000000000003,80.0,66.67,106.25,25.0,5.0,14.0,2.0,8.0,11.0,6.0,131.0,20.0,2.0,1.0,1.0,6.0,2.0,5.0,2.0,5.0,7.0,6.0,139.0,-2.0,121.0,0.5,-0.5,2.5,1.5,"['jquery.min.js', 'styles.css', 'init.js', '.container', 'listener.js', 'document.getElementById', 'google.maps.Map', 'google.maps.Marker', 'data.cityofchicago.org', 'rows.json', 'xmlhttp.open', 'xmlhttp.send', 'xmlhttp.onreadystatechange', 'xmlhttp.readyState', 'xmlhttp.status', 'xmlhttp.responseText', 'JSON.parse', '.push', 'info.data', 'check.checked', '.length', '.setMap', 'console.log', 'document.addEventListener', 'document.querySelector', '.addEventListener', '.innerHTML', 'inpObj.checkValidity', 'inpObj.validationMessage']","['jquery.min.js' 'styles.css' 'init.js' '.container' 'listener.js'
 'document.getElementById' 'google.maps.Map' 'google.maps.Marker'
 'data.cityofchicago.org' 'rows.json' 'xmlhttp.open' 'xmlhttp.send'
 'xmlhttp.onreadystatechange' 'xmlhttp.readyState' 'xmlhttp.status'
 'xmlhttp.responseText' 'JSON.parse' '.push' 'info.data' 'check.checked'
 '.length' '.setMap' 'console.log' 'document.addEventListener'
 'document.querySelector' '.addEventListener' '.innerHTML'
 'inpObj.checkValidity' 'inpObj.validationMessage']",29.0,29.0
30,bsgarciac,0.0,100.0,70.83,75.0,320.83,100.0,75.0,80.0,70.83,87.5,313.33,75.0,60.0,50.0,87.5,272.5,62.5,40.0,41.67,87.5,231.67,50.0,20.0,37.5,0.0,107.5,20.0,20.0,20.0,20.0,80.0,60.0,4.170000000000002,8.329999999999998,20.83,0.0,33.33,29.159999999999997,87.5,0.0,0.0,-12.5,75.0,-12.5,12.5,12.5,0.0,25.0,37.5,50.0,124.16999999999999,40.83000000000001,40.829999999999984,7.5,213.32999999999998,89.16,80.0,33.33,75.0,50.0,14.0,9.0,2.0,0.0,0.0,8.0,0.0,0.0,7.0,121.0,1279.0,5.0,69.0,105.0,6.0,47.0,74.0,6.0,204.0,9.5,0.0,-518.5,16.5,0.0,10.0,"['awesome.min.css', 'CSS.css', 'jquery.min.js', 'Javascript.js', 'document.getElementById', 'google.maps.Map', 'google.maps.Marker', 'bootstrap.min.css', '.css', 'bootstrap.min.js', '.container', '.person', '.carousel', '.bg', '.list', '.thumbnail', '.btn', '.modal', '.close', '.nav', '.navbar', 'li.active', '.open', '.dropdown', '.form', '.jpg', 'unal.edu.co', '.ready', '.tooltip', '.on', 'this.hash', 'event.preventDefault', '.animate', '.offset', '.top', 'window.location.hash', 'document.getElementsByClassName', 'x.length', '.style.display']","['awesome.min.css' 'CSS.css' 'jquery.min.js' 'Javascript.js'
 'document.getElementById' 'google.maps.Map' 'google.maps.Marker'
 'bootstrap.min.css' '.css' 'bootstrap.min.js' '.container' '.person'
 '.carousel' '.bg' '.list' '.thumbnail' '.btn' '.modal' '.close' '.nav'
 '.navbar' 'li.active' '.open' '.dropdown' '.form' '.jpg' 'unal.edu.co'
 '.ready' '.tooltip' '.on' 'this.hash' 'event.preventDefault' '.animate'
 '.offset' '.top' 'window.location.hash' 'document.getElementsByClassName'
 'x.length' '.style.display']",39.0,39.0
31,gabi04,0.0,20.0,29.17,58.33,157.5,50.0,25.0,20.0,29.17,0.0,74.17,25.0,20.0,29.17,0.0,74.17,37.5,0.0,25.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,25.0,4.170000000000002,0.0,0.0,29.17,4.170000000000002,0.0,0.0,0.0,58.33,58.33,58.33,37.5,-12.5,0.0,25.0,12.5,50.0,62.5,11.670000000000002,0.0,83.33,157.5,95.0,20.0,29.17,58.33,50.0,5.0,16.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,97.0,2.0,5.0,-3.0,0.0,0.0,0.0,0.0,-23.5,[],[],0.0,0.0
32,annipi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,[],[],0.0,0.0
33,jdsolanos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-12.5,0.0,0.0,-12.5,-62.5,-50.0,-12.5,0.0,0.0,-62.5,-12.5,0.0,0.0,0.0,-62.5,2.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,116.0,10.0,2.0,-7.5,0.0,0.0,0.0,0.0,16.0,[],[],0.0,0.0
34,jcneivaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,0.0
35,fmbernalb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,0.0
36,MogGy94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,-12.5,-12.5,0.0,-12.5,0.0,0.0,-12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,0.0
37,yocuervoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,0.0
38,odprietoh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25.0,25.0,62.5,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,-25.0,-25.0,25.0,-25.0,0.0,0.0,0.0,-25.0,12.5,-12.5,0.0,0.0,-12.5,0.0,37.5,-62.5,0.0,0.0,-25.0,-62.5,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['bootstrap.min.css', 'awesome.min.css', 'grayscale.min.css', '.navbar', '.container', 'unal.edu.co', 'jquery.js', 'bootstrap.min.js', 'jquery.easing.min.js', 'grayscale.min.js', 'google.maps.Map', 'document.getElementById', '.create', 'package.json', 'pkg.title', 'pkg.version', 'pkg.homepage', '.getFullYear', 'pkg.author', 'pkg.license.type', 'pkg.license.url', '.join', 'gulp.task', 'gulp.src', 'grayscale.less', '.pipe', 'gulp.dest', 'browserSync.reload', 'grayscale.css', '.min', 'grayscale.js', 'npm.js', '.map', 'jquery.min.js', '.npmignore', '.txt', '.md', '.json', 'browserSync.init', 'gulp.watch', '.less', '.css', '.js', '.offset', '.top', '.addClass', '.removeClass', '.scroll', '.ready', 'a.page', '.bind', '.stop', '.animate', 'anchor.attr', 'event.preventDefault', '.click', '.collapse', 'google.maps.event.addDomListener', 'map.setCenter', 'google.maps.LatLng', 'road.highway', 'geometry.fill', 'geometry.stroke', 'road.arterial', 'road.local', 'labels.text.stroke', 'labels.text.fill', 'labels.icon', 'google.maps.Marker']","['bootstrap.min.css' 'awesome.min.css' 'grayscale.min.css' '.navbar'
 '.container' 'unal.edu.co' 'jquery.js' 'bootstrap.min.js'
 'jquery.easing.min.js' 'grayscale.min.js' 'google.maps.Map'
 'document.getElementById' '.create' 'package.json' 'pkg.title'
 'pkg.version' 'pkg.homepage' '.getFullYear' 'pkg.author'
 'pkg.license.type' 'pkg.license.url' '.join' 'gulp.task' 'gulp.src'
 'grayscale.less' '.pipe' 'gulp.dest' 'browserSync.reload' 'grayscale.css'
 '.min' 'grayscale.js' 'npm.js' '.map' 'jquery.min.js' '.npmignore' '.txt'
 '.md' '.json' 'browserSync.init' 'gulp.watch' '.less' '.css' '.js'
 '.offset' '.top' '.addClass' '.removeClass' '.scroll' '.ready' 'a.page'
 '.bind' '.stop' '.animate' 'anchor.attr' 'event.preventDefault' '.click'
 '.collapse' 'google.maps.event.addDomListener' 'map.setCenter'
 'google.maps.LatLng' 'road.highway' 'geometry.fill' 'geometry.stroke'
 'road.arterial' 'road.local' 'labels.text.stroke' 'labels.text.fill'
 'labels.icon' 'google.maps.Marker']",69.0,69.0
39,gasierram,1.0,40.0,62.5,25.0,190.0,62.5,62.5,40.0,58.33,0.0,160.83,62.5,20.0,50.0,0.0,132.5,62.5,20.0,33.33,25.0,140.83,62.5,20.0,50.0,62.5,195.0,0.0,0.0,20.0,0.0,20.0,20.0,-16.67,16.67,8.329999999999998,4.170000000000002,12.5,29.17,-37.5,-25.0,0.0,25.0,-37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.16999999999999,-8.330000000000013,28.330000000000013,29.169999999999987,-5.0,49.16999999999999,20.0,12.5,-37.5,0.0,3.0,3.0,1.0,8.0,62.0,2.0,2.0,53.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,6.0,23.0,5.0,11.0,1.5,-24.5,1.0,1.5,-23.0,-5.5,"['illinois.edu', 'favicon.ico', 'bootstrap.min.css', 'awesome.min.css', 'theme.min.css', 'jquery.min.js', 'bootstrap.min.js', 'style.css', '.js', 'js.org', '.v', '.min.js', 'main.js', 'document.getElementById', 'google.maps.Map', 'google.maps.LatLng', 'google.maps.Marker']","['illinois.edu' 'favicon.ico' 'bootstrap.min.css' 'awesome.min.css'
 'theme.min.css' 'jquery.min.js' 'bootstrap.min.js' 'style.css' '.js'
 'js.org' '.v' '.min.js' 'main.js' 'document.getElementById'
 'google.maps.Map' 'google.maps.LatLng' 'google.maps.Marker']",17.0,17.0
40,adamantwharf,1.0,20.0,25.0,0.0,107.5,62.5,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,37.5,20.0,25.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,25.0,12.5,0.0,0.0,12.5,25.0,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,"['document.getElementById', 'google.maps.Map', 'google.maps.Marker']",['document.getElementById' 'google.maps.Map' 'google.maps.Marker'],3.0,3.0
